SUBJECT_EN,TERM_EN,TERM_EN_PARAMETER,ABBREVIATION_EN,ABBREVIATION_EN_PARAMETER,SYNONYMS_EN,SYNONYMS_EN_PARAMETERS,TEXTUAL_SUPPORT_1_EN,TEXTUAL_SUPPORT_2_EN,TEXTUAL_SUPPORT_3_EN,DOMAINE_FR,TERME_FR,TERME_FR_PARAMETRE,ABBREVIATION_FR,ABBREVIATION_FR_PARAMETRE,SYNONYMES_FR,SYNONYMES_FR_PARAMETRE,JUSTIFICATION_1_FR,JUSTIFICATION_2_FR,JUSTIFICATION_3_FR,UNIVERSAL_ENTRIES,DOM_SUBJ_ES,TERME_TERM_ES,TERME_TERM_PARAM_ES,ABBR_ES,ABBR_PARAM_ES,SYNO_ES,SYNO_PARAM_ES,JUST_TEXTSUPP_1_ES,JUST_TEXTSUPP_2_ES,JUST_TEXTSUPP_3_ES,DOM_SUBJ_PT,TERME_TERM_PT,TERME_TERM_PARAM_PT,ABBR_PT,ABBR_PARAM_PT,SYNO_PT,SYNO_PARAM_PT,JUST_TEXTSUPP_1_PT,JUST_TEXTSUPP_2_PT,JUST_TEXTSUPP_3_PT
Fencing,"pool 1",correct,,,,,,,,Escrime,"première poule","correct,feminine noun",,,"poule 1","correct,feminine noun","CONT: La première poule comporte 4 joueurs dont une tête de série classée 30/4 et la deuxième poule comporte 3 joueurs dont une tête de série classée 30/4.","CONT: On remarque que les joueurs qualifiés apparaissent plusieurs fois mais dans des groupes de poules différents (par exemple, """"JOUQUATRE"""" vainqueur de la poule 2 du groupe 1 a été qualifié par tirage au sort pour joueur dans la poule 1 du groupe 2.","OBS: Terme trouvé dans le domaine du tennis.",,Esgrima,"grupo 1","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"on-guard line",correct,,,"on guard line",correct,"DEF: A line on each side of the centre line where a fencer stands to begin or resume a bout.",,,Escrime,"ligne de mise en garde","correct,feminine noun",,,"ligne de garde","correct,feminine noun","DEF: Ligne de chaque côté de la ligne médiane où un escrimeur se tient pour commencer ou reprendre un assaut.",,,,Esgrima,"línea de puesta en guardia","correct,feminine noun",,,,,"DEF: Trazo a cada lado de la línea central donde se para el esgrimidor para empezar o retomar un ataque.",,,,,,,,,,,,
Fencing,quillon,correct,,,,,"DEF: An arm of the cross guard of a sword.",,,Escrime,quillon,"correct,masculine noun",,,,,"DEF: Chacune des deux branches qui partent de la garde d'une épée.","CONT: Un quillon est une tige issue de la garde de l'épée ou résultant d'un allongement de celle-ci permettant, par sa position perpendiculaire à la lame, de bloquer une lame adverse filant le long de l'épée et ainsi de protéger la main de l'escrimeur.",,,,,,,,,,,,,,,,,,,,,,
Fencing,phrase,correct,,,"fencing phrase;phrase d'armes",correct,"DEF: phrase or phrase d'armes: a period of continuous fencing which may consist of many actions by one or both fencers.",,,Escrime,"phrase d'armes","feminine noun",,,,,"CONT: Tout coup atteignant l'un des tireurs en un point quelconque du corps [...] suffit à arrêter la phrase d'armes.",,,,Esgrima,"frase de esgrima","correct,feminine noun",,,encuentro,"correct,masculine noun",,,,,,,,,,,,,
Fencing,evade,"verb,generic",,,,,"DEF: Disengage before he contacts your blade. This manoeuver is called evading your opponent's blade",,,Escrime,tromper,specific,,,,,"DEF: [...] soustraire la pointe à la parade adverse en finale de la feinte.",,,,Esgrima,esquivar,correct,,,,,,,,,,,,,,,,,
Fencing,home-thrust,,,,,,,,,Escrime,"grand coup de botte",,,,"coup de foudre",,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"judging apparatus",,,,,,,,,Escrime,"appareil de signalisation des touches",,,,,,"OBS: Langen,escrime,127cp/11.74.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"attack preceded by a feint",correct,,,,,,,,Escrime,"attaque précédée d'une feinte","correct,feminine noun",,,,,,,,,Esgrima,"ataque con finta","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,padding,correct,,,,,,,,Escrime,capitonnage,"masculine noun",,,rembourrage,"masculine noun",,,,,Esgrima,acolchado,"correct,masculine noun",,,"relleno de borra;relleno de lana","correct,masculine noun;correct,masculine noun",,,,,,,,,,,,,
Fencing,"beat of the foot",correct,,,appel;call,"correct;correct,noun",,,,Escrime,"appel du pied","correct,masculine noun",,,,,,,,,Esgrima,"impulso del pie","correct,masculine noun",,,"llamada de pie","correct,feminine noun",,,,,,,,,,,,,
Fencing,"body contact",correct,,,"corps à corps",,,,,Escrime,"corps à corps","masculine noun",,,,,,,,,Esgrima,"cuerpo a cuerpo","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"electrical equipment",correct,,,,,"OBS: Facilities/equipment.",,,Escrime,"équipement électrique personnel","correct,masculine noun",,,,,"OBS: Installations/matériel.",,,,Esgrima,"equipo eléctrico","correct,masculine noun",,,"material eléctrico","correct,masculine noun",,,,,,,,,,,,,
Fencing,"eliminating round",,,,,,"OBS: Rules/refereeing.",,,Escrime,"tour éliminatoire","masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,cuff,noun,,,,,"OBS: Technique/tactics.",,,Escrime,manchette,"feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,forte,"correct,noun",,,"forte of the blade",correct,"DEF: The strong or thick half of the blade nearest the handle.","OBS: The half of a sword nearest the handle is the """"forte"""", the other half, nearest the tip or point, being the """"foible"""".",,Escrime,fort,"correct,masculine noun",,,"fort de la lame","correct,masculine noun","DEF: Partie la plus épaisse de la lame, proche de la garde.","CONT: pris sur le fort de la lame adverse, au fer ne provoque aucune réaction.","OBS: La moitié de la lame le plus près de la coquille est le «fort» alors que l'autre moitié, le plus rapprochée de la pointe, est le «faible» de la lame.",,Esgrima,"fuerte de la hoja","correct,masculine noun",,,"tercio fuerte","correct,masculine noun",,,,,,,,,,,,,
Fencing,stonewalling,,,,,,,,,Escrime,"parer au mur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"high line",correct,,,,,"OBS: The high line is the area above the bell guard.",,,Escrime,"ligne haute","correct,feminine noun",,,,,"OBS: Le dégagement exécuté de ligne haute à ligne haute se fait en passant la pointe par-dessous la lame adverse.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"stop thrust with opposition",correct,,,"stop hit with opposition",correct,"OBS: Technique/tactics.",,,Escrime,"coup d'arrêt avec opposition","masculine noun",,,"arrêt par opposition","masculine noun","OBS: Technique/tactique.",,,,Esgrima,"toque de arresto con oposición","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"fencing salle",correct,,,,,,,,Escrime,"salle d'armes","correct,feminine noun",,,,,,,,,Esgrima,"sala de armas","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"fencing shoes","correct,plural",,,,,"OBS: Facilities/equipment.",,,Escrime,"chaussures d'escrime","correct,feminine noun,plural",,,,,"OBS: Installations/matériel.",,,,Esgrima,"zapatillas de esgrima","correct,feminine noun,plural",,,,,,,,,,,,,,,,,
Fencing,punctuation,,,,,,"OBS: Rules/refereeing.",,,Escrime,pointage,"masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"disciplinary penalty",,,,,,"OBS: Rules/refereeing.",,,Escrime,"sanction disciplinaire","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"second intention tactic",correct,,,,,"OBS: Technique/tactics.",,,Escrime,"action de deuxième intention","feminine noun",,,,,"OBS: Technique/tactique.",,,,Esgrima,"táctica de segunda intención","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"feint with the point",noun,,,,,"OBS: Technique/tactics.",,,Escrime,"feinte du coup de pointe","feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"first intention",correct,,,,,"OBS: Technique/tactics.",,,Escrime,"première intention","feminine noun",,,,,"OBS: Technique/tactique.",,,,Esgrima,"primera intención","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"épée with electrical scoring equipment",correct,,,,,"OBS: A move.",,,Escrime,"assaut à l'épée électrique","correct,masculine noun",,,,,,,,,Esgrima,"esgrima de espada con un marcador de tocados eléctricos","correct,feminine noun",,,,,"OBS: Una acción.",,,,,,,,,,,,
Fencing,rassemblement,correct,,,,,"OBS: Technique/tactics.",,,Escrime,rassemblement,"masculine noun",,,,,"OBS: Technique/tactique.",,,,Esgrima,reunión,"correct,feminine noun",,,agrupamiento,"correct,masculine noun",,,,,,,,,,,,,
Fencing,"valid hit",correct,,,"valid touché",correct,"DEF: ... a hit within the prescribed target area with the point of the weapon ...","DEF: A hit recorded against a fencer and made inside the valid target area in foil or sabre fencing; any hit recorded against a fencer in épée fencing.","OBS: The fencer with the least hits against him or her wins.",Escrime,"touche valable","correct,feminine noun",,,"touche valide","correct,feminine noun","DEF: Touche enregistrée contre un escrimeur et qui a fait contact en dedans de la zone-cible déterminée pour l'escrime au fleuret et au sabre; toute touche enregistrée contre un escrimeur à l'épée.","CONT: Il ressort qu'une touche non valable ne peut empêcher la signalisation d'une touche valable immédiate du même côté.","OBS: L'escrimeur contre qui il y a le moins de touches gagne.",,Esgrima,"toque válido","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"further pool",,,,,,"OBS: Rules/refereeing.",,,Escrime,"poule de barrage","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,supination,correct,,,,,"OBS: Technique/tactics.",,,Escrime,supination,"feminine noun",,,,,"OBS: Technique/tactique.",,,,Esgrima,supinación,"correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,opposition,correct,,,,,"CONT: The time thrust is similar to the stop thrust but is safer as the thrust is made with opposition which closes the line of attack.",,,Escrime,opposition,"feminine noun",,,,,"CONT: L'opposition prend le fer adverse dans une ligne, le maîtrise en l'écartant, tout en le laissant dans la même ligne jusqu'à la finale de l'action.",,,,Esgrima,oposición,"correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,sleeve,correct,,,,,,,,Escrime,manchette,"feminine noun",,,,,,,,,Esgrima,manga,"correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"floor judge",correct,,,"ground judge",,,,,Escrime,"juge de terre","correct,masculine noun",,,,,"OBS: fleuret et épée.",,,,Esgrima,"juez del piso","correct,masculine noun",,,"juez del campo de juego;juez de tierra","correct,masculine noun;correct,masculine noun","OBS: florete y espada.",,,,,,,,,,,,
Fencing,pige,noun,,,,,"OBS: Facilities/equipment.",,,Escrime,pige,"feminine noun",,,,,"OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"crocodile clip",,,,,,"OBS: Facilities/equipment.",,,Escrime,"pince crocodile","feminine noun",,,,,"OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"refusal to obey",,,,,,"OBS: Rules/refereeing.",,,Escrime,"refus d'obéissance","masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"annuled hit",,,,,,"OBS: Rules/refereeing.",,,Escrime,"touche annulée","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"double parade",,,,,,"OBS: Technique/tactics.",,,Escrime,"parade double","feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"riposte with a double",,,,,,"OBS: Technique/tactics.",,,Escrime,"riposte en doublant","feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"find the opponent's blade",,,,,,"OBS: Technique/tactics.",,,Escrime,"trouver le fer",,,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"Epée World Cup",correct,,,,,"OBS: There are the """"Epée World Cup - Men"""" and the """"Epée World Cup - Women"""". Information from the Technical Director of the Canadian Fencing Association.",,,Escrime,"Coupe du Monde d'épée","correct,feminine noun",,,,,"OBS: Il y a une «Coupe du Monde d'épée - Hommes» et une «Coupe du Monde d'épée - Femmes». Renseignements obtenus du directeur technique de l'Association canadienne d'escrime.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"Foil World Cup - Women",correct,,,,,"OBS: The World Cup for women in foil fencing. Information from the Technical Director of the Canadian Fencing Association.",,,Escrime,"Coupe du Monde de fleuret - Femmes","correct,feminine noun",,,,,"OBS: La Coupe du Monde pour femmes en escrime au fleuret. Renseignements obtenus du directeur technique de l'association canadienne d'escrime.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"fencing jacket",correct,,,,,,,,Escrime,"veste d'escrime","correct,feminine noun",,,,,,,,,Esgrima,"chaquetilla de esgrima","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"test weight",correct,,,,,,,,Escrime,"poids d'épreuve","masculine noun",,,,,,,,,Esgrima,"peso de prueba","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,deceive,correct,,,,,"OBS: one-two: a compound attack which consist of : feint-a-disengage, disengage to deceive a direct parry.",,,Escrime,tromper,correct,,,,,"OBS: --est l'action qui consiste à soustraire la pointe à la parade adverse en finale de la feinte.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"close quarters",plural,,,,,,,,Escrime,"petite distance","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"leading foot",correct,,,,,,,,Escrime,"pied avant","masculine noun",,,,,,,,,Esgrima,"pie adelante","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"trailing arm",correct,,,"unarmed arm;unarmed hand",correct,,,,Escrime,"bras non armé","masculine noun",,,,,,,,,Esgrima,"brazo no armado","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,pommel,correct,,,"foil pommel",correct,"DEF: The specially designed nut which is attached to the tang of blade, holding the foil components together and lending balance to the weapon.","CONT: ... the pommel ... is used to assemble the ... different parts and acts as a counterweight to the blade.",,Escrime,pommeau,"correct,masculine noun",,,"pommeau du fleuret","correct,masculine noun","DEF: Extrémité métallique renflée qui permet d'assembler et d'équilibrer l'arme.","CONT: [...] le pommeau [...] permet l'assemblage des différentes parties et sert de contrepoids à la lame.",,,Esgrima,pomo,"correct,masculine noun",,,"pomo del florete","correct,masculine noun",,,,,,,,,,,,,
Fencing,"weapon event",,,,,,,,,Escrime,"épreuve aux armes","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"Ontario Fencing Association",correct,,,,,"OBS: To promote, develop and deliver the sport of fencing within Ontario, ensuring access to all, regardless of sex, race, national origin and social circumstances; to aid and guide the regional development of the sport.",,,Escrime,"Ontario Fencing Association","correct,feminine noun",,,,,"OBS: Appellation confirmée par l'association.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"team foil",,,,,,"OBS: Men, women.","OBS: Events.",,Escrime,"fleuret par équipes","masculine noun",,,,,"OBS: Hommes, femmes.","OBS: Épreuves.",,,,,,,,,,,,,,,,,,,,,,
Fencing,"electrical scoring apparatus",correct,,,,,"OBS: Facilities/equipment.",,,Escrime,"appareil électrique de signalisation des touches","correct,masculine noun",,,,,"OBS: Installations/matériel.",,,,Esgrima,"aparato eléctrico de señalización","correct,masculine noun",,,"marcador electrónico de tocados","correct,masculine noun",,,,,,,,,,,,,
Fencing,base,noun,,,,,"OBS: Facilities/equipment.",,,Escrime,embase,"feminine noun",,,,,"OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"piste manager",,,,,,"OBS: Rules/refereeing.",,,Escrime,"chef de piste","masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"hit made with brutality",,,,,,"OBS: Rules/refereeing.",,,Escrime,"coup brutal","masculine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"feint of the parry",correct,,,,,"OBS: Technique/tactics.",,,Escrime,"feinte de parade","feminine noun",,,,,"OBS: Technique/tactique.",,,,Esgrima,"finta de parada","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"simple indirect riposte",,,,,,"OBS: Technique/tactics.",,,Escrime,"riposte simple indirecte","feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"cover oneself",correct,,,"protect oneself",correct,"OBS: Technique/tactics.",,,Escrime,"se couvrir",,,,,,"OBS: Technique/tactique.",,,,Esgrima,cubrirse,correct,,,,,,,,,,,,,,,,,
Fencing,"men's individual épée",correct,,,,,,,,Escrime,"épée (H)","correct,feminine noun",,,,,,,,,Esgrima,"espada individual M","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"final match plan for 16",correct,,,,,,,,Escrime,"tableau final de 16","masculine noun",,,,,,,,,Esgrima,"tabla final de 16","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"engage the sword",verb,,,,,,,,Escrime,"engagement de l'épée",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"electrical épée",correct,,,"electric épée;electric sword",correct,,,,Escrime,"épée électrifiée","feminine noun",,,"épée électrique","feminine noun",,,,,Esgrima,"espada eléctrica","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,conventions,"correct,plural",,,,,"OBS: plural",,,Escrime,conventions,"feminine noun,plural",,,,,"OBS: Langen féminin; pluriel; escrime 127cp/11.74",,,,Esgrima,"convenciones del combate","correct,feminine noun,plural",,,,,,,,,,,,,,,,,
Fencing,"question of fact",correct,,,,,"CONT: In matches where an Umpire is appointed, his decision shall be final; but where a Referee is appointed, an appeal shall lie to him from the decision of an Umpire on a question of law, and in all such cases the decision of the Referee shall be final. In matches where assistants to the Umpire are appointed (Linesmen, Netcord Judges, Foot-fault Judges) their decisions shall be final on questions of fact except that if in the opinion of an Umpire a clear mistake has been made he shall have the right to change the decision of an assistant or order a let to be played.",,,Escrime,"question de fait","correct,feminine noun",,,"matérialité des faits","correct,feminine noun","CONT: Quand il y a un arbitre, ses décisions sont finales; quand il y a un juge-arbitre, il a le pouvoir d'entendre les appels sur les décisions des arbitres qui impliquent des questions de droit, c'est-à-dire d'interprétation des règlements. La décision du juge-arbitre est alors finale. Quand il y a des adjoints à l'arbitre (juges de lignes, juge de filet, juges de fautes de pied), leurs décisions sont finales sur les questions de fait, c'est-à-dire de jugement, sauf si l'arbitre estime qu'une erreur manifeste a été commise.","CONT: [Les décisions de l'arbitre] sont sans appel sur la matérialité des faits mais il ne peut modifier celle des juges de ligne.",,,Esgrima,"basado en un hecho",correct,,,,,,,,,,,,,,,,,
Fencing,"team sabre",,,,,,"OBS: Men.","OBS: Events.",,Escrime,"sabre par équipes","masculine noun",,,,,"OBS: Hommes.","OBS: Épreuves.",,,,,,,,,,,,,,,,,,,,,,
Fencing,"failure of the electrical equipment",correct,,,,,"OBS: Facilities/equipment.",,,Escrime,"défaillance du matériel électrique","feminine noun",,,,,"OBS: Installations/matériel.",,,,Esgrima,"falla del equipamiento eléctrico","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"technical board",correct,,,"directoire technique",correct,"OBS: Rules/refereeing.",,,Escrime,"directoire technique","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,Esgrima,"directorio técnico","correct,masculine noun",,,"directoire technique","correct,feminine noun",,,,,,,,,,,,,
Fencing,"foil event",correct,,,,,"OBS: Rules/refereeing.",,,Escrime,"épreuve de fleuret","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,Esgrima,"prueba de florete","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"leaving the piste voluntarily",,,,,,"OBS: Rules/refereeing.",,,Escrime,"sortie volontaire de la piste","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,thrust,correct,,,"hit with the point;thrust with the point;point hit","correct,noun;correct,noun;correct","DEF: An attack made by moving the sword parallel to its length and landing with the point.",,,Escrime,"coup d'estoc","correct,masculine noun",,,,,"DEF: [Coup avec extension du bras et de] l'arme contre l'adversaire pour le toucher de la pointe de l'arme.",,,,Esgrima,estocada,"correct,feminine noun",,,,,"DEF: Toque dado con la punta del arma.",,,,,,,,,,,,
Fencing,"warning line",correct,,,,,"DEF: A line parallel to and one meter from each end of the piste for foil fencing and 2 meters from each end in épée and saber [sabre in Canada] fencing which serves to warn the fencer that he is nearing the end of the piste.","OBS: The piste is 2 metres wide and at least 14 metres long. From the """"centre line"""" (center line [USA]) can be seen: the """"on-guard line""""; the """"épée warning line"""" or """"sabre warning line"""" (saber warning line [USA]), the """"2-metre warning line for épée and sabre fencing; the """"foil warning line"""", the """"1-metre warning line"""" for foil fencing; and the """"rear-limit line"""" or """"rear boundary line"""".",,Escrime,"ligne d'avertissement","correct,feminine noun",,,,,"DEF: Chacune de deux lignes à 1 et 2 mètres de l'extrémité de la piste servant à indiquer à l,escrimeur qu'il s'approche de la ligne de limite arrière : franchir cette dernière des deux pieds vaut un avertissement la première fois et une touche à l'adversaire la seconde fois.","OBS: La piste mesure 2 mètres de largeur et au moins 14 mètres de longueur. Depuis la «ligne médiane» la divisant en deux, on peut voir : la «ligne d emise en garde»; la «ligne d'avertissement-épée» ou «ligne d'avertissement-sabre», la «ligne d'avertissement à 2 mètres de la ligne arrière» pour les combats à l'épée et au sabre»; la «ligne d'avertissement-fleuret», la «ligne d'avertissement à 1 mètre de la ligne arrière» pour les combats au fleuret; et la «ligne de limite arrière».",,,Esgrima,"línea de advertencia","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,foilist,correct,,,"foilsman;foilswoman;foil fencer",correct;correct;correct,"DEF: One who fences with a foil as compared to one who fences with an épée (an épéeist) or a sabre (a sabreur).",,,Escrime,fleurettiste,"correct,masculine and feminine noun",,,,,"DEF: Personne qui pratique le fleurettisme, l'escrime au fleuret, par opposition à celle qui le fait à l'épée (un/une épéeiste) ou un sabre (un sabreur, une sabreuse).",,,,Esgrima,floretista,"correct,masculine and feminine noun",,,"tirador de florete","correct,masculine noun",,,,,,,,,,,,,
Fencing,beat-parry,,,,,,"CONT: The beat-parry is more useful against a clean attack as it frees your blade so that you may immediately score after your defense.",,,Escrime,"parade du tac","feminine noun",,,,,"OBS: La parade du tac consiste à détourner le fer adverse à l'aide d'un battement sec.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"change of engagement",correct,,,,,"OBS: (from 4 to 6 or 6 to 4) This is executed by passing the point under the opposing blade ... and moving the hand into the line of opposition.",,,Escrime,"changement d'engagement","masculine noun",,,,,"OBS: «Le changement d'engagement est un engagement pris dans la ligne opposée à celle dans laquelle on se trouvait déjà.»",,,,Esgrima,"cambio de combate","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"fencing master",correct,,,,,,,,Escrime,"maître d'armes","correct,masculine noun",,,"maître d'escrime","masculine noun",,,,,Esgrima,"maestro de armas","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"point of blade",correct,,,,,,,,Escrime,"pointe de la lame","correct,feminine noun",,,,,,,,,Esgrima,"punta de hoja","correct,feminine noun",,,"punta de la hoja","correct,feminine noun",,,,,,,,,,,,,
Fencing,"position of the blade",correct,,,,,,,,Escrime,"position du fer","correct,feminine noun",,,,,,,,,Esgrima,"posición del arma","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"sabre event",correct,,,"sabre competition",,,,,Escrime,"épreuve de sabre","feminine noun",,,,,,,,,Esgrima,"prueba de sable","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,parry,verb,,,,,,,,Escrime,parer,,,,,,,,,,Esgrima,parar,correct,,,rechazar,correct,,,,,,,,,,,,,
Fencing,"qualifying pool",,,,,,"OBS: Rules/refereeing.",,,Escrime,"poule de qualification","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"penalty hit",correct,,,,,"OBS: Rules/refereeing.",,,Escrime,"touche de pénalisation","feminine noun",,,,,"OBS: Règlement/arbitrage.",,,,Esgrima,"toque de penalización","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,point-in-line,noun,,,,,"OBS: Technique/tactics.",,,Escrime,ligne,"feminine noun",,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"lateral boundary",,,,,,,,,Escrime,"limite latérale","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"metallic vest",correct,,,"metallic plastron;plastron;metallic jacket;half jacket;half-jacket",correct;correct;correct;correct,"CONT: The metallic vest worn over the valid target area is covered with lame fabric that has metallic threads woven over it.",,,Escrime,"plastron métallique","correct,masculine noun",,,"plastron;cuirasse de protection","correct,masculine noun;correct,feminine noun","DEF: Gilet de tissu lamé et métallisé dont la surface conductrice doit recouvrir entièrement la surface valable.",,,,Esgrima,"chaquetilla metálica","correct,feminine noun",,,"chaleco metálico;chaquetilla eléctrica","correct,masculine noun;correct,feminine noun",,,,,,,,,,,,,
Fencing,disengagement,correct,,,disengage,"correct,see observation,noun","DEF: disengagement: A simple attack from a closed to open line made by lowering the point on one side and lifting it to the other.","OBS: Another """"disengage"""" as usually a verb, it is used in fencing as a noun.",,Escrime,dégagement,"correct,masculine noun",,,déliement,"masculine noun,obsolete","DEF: Attaque qui dégage le fer adverse pour porter un coup droit dans une ligne voisine.","CONT: Le dégagement exécuté de ligne haute à ligne haute se fait en passant la pointe par-dessous la lame adverse.","OBS: Bien que les sources expliquent la notion différemment, il s'agit d'une forme d'attaque avec passage de la ligne d'engagement actuelle à une autre en roulant sa lame autour de celle de l'adversaire pour partir un coup droit dans une autre ligne.",,Esgrima,pase,"correct,masculine noun",,,"acción de pasar","correct,feminine noun",,,,,,,,,,,,,
Fencing,foible,"correct,noun",,,weak,noun,"DEF: The weaker and more flexible portion of the blade nearest the tip.","OBS: The half of a sword blade nearest the tip or point is the """"foible"""", the other half, nearest the handle, being the """"forte"""".","PHR: Weak part of the blade; foible of the blade.",Escrime,faible,"correct,masculine noun",,,,,"DEF: Partie fine de la lame proche de la pointe.","CONT: Défauts à éviter [...] engagement pris sur le faible de la lame adverse : la lame s'infléchit ou échappe et ne laisse plus la possibilité d'agir correctement.","OBS: La moitié de la lame le plus rapprochée de la pointe est le «faible» alors que l'autre moitié, le plus près de la coquille, est le «fort» de la lame.",,Esgrima,"tercio débil","correct,masculine noun",,,,,"PHR: Débil de la hoja; tercio débil de la hoja.",,,,,,,,,,,,
Fencing,"double hit",correct,,,,,,,,Escrime,"coup double","correct,masculine noun",,,,,,,,,Esgrima,"golpe doble","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,"aim a quick thrust",verb,,,,,,,,Escrime,"allonger une pointe rapide",,,,,,"OBS: (HK)",,,,,,,,,,,,,,,,,,,,,,,
Fencing,"parry in quinte",,,,,,,,,Escrime,"parer en quinte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fencing,"back-edge cut",correct,,,,,,,,Escrime,"coup de contre-taille","correct,masculine noun",,,,,,,,,Esgrima,"golpe de contrafilo","correct,masculine noun",,,,,,,,,,,,,,,,,
Fencing,play-off,,,,"final pool",correct,,,,Escrime,"tour final","correct,masculine noun",,,"tournoi final;poule finale","correct,masculine noun;correct,feminine noun","DEF: Épreuve qui couronne une compétition dont elle rassemble les premiers en vue de procéder à leur classement définitif.",,,,Esgrima,"poule final","correct,feminine noun",,,,,,,,,,,,,,,,,
Fencing,"connecting wire",correct,,,,,"OBS: Facilities/equipment.",,,Escrime,"câble de branchement","masculine noun",,,,,"OBS: Installations/matériel.",,,,Esgrima,"cable de conexión","correct,masculine noun",,,,,,,,,,,,,,,,,
